role,steered_auc,aa_auc,auc_advantage,steered_monotonic,aa_monotonic,steered_peak_alpha,aa_peak_alpha,steered_slope,aa_slope,slope_advantage,steered_score_1_0,steered_score_2_5,aa_score_1_0,aa_score_2_5,steered_gain,aa_gain
researcher,86.67616959064328,16.38157894736842,70.29459064327486,False,True,1.5,1.0,-2.033333333333348,1.0813914071577043e-15,-2.0333333333333488,87.1140350877193,83.8640350877193,16.38157894736842,16.38157894736842,-3.25,0.0
retiree,57.492690058479525,42.04605263157895,15.446637426900573,True,False,2.5,1.5,11.493859649122802,-19.50614035087719,30.999999999999993,49.51754385964912,66.71052631578948,48.228070175438596,19.013157894736842,17.192982456140356,-29.214912280701753
revenant,18.614766081871345,11.383771929824562,7.230994152046783,True,False,2.5,2.0,16.57280701754385,-2.542105263157894,19.114912280701745,11.368421052631579,37.60087719298246,11.416666666666666,7.105263157894737,26.23245614035088,-4.311403508771929
reviewer,85.35599415204679,62.92982456140351,22.426169590643283,False,False,1.0,1.0,-5.782456140350864,-48.64824561403506,42.865789473684195,88.53508771929825,79.75,87.37719298245614,16.842105263157894,-8.785087719298247,-70.53508771929825
revolutionary,54.941520467836256,46.0343567251462,8.907163742690052,True,False,2.5,2.0,17.75087719298245,-17.066666666666652,34.817543859649106,43.23684210526316,69.69298245614036,45.30701754385965,15.679824561403509,26.4561403508772,-29.627192982456144
robot,85.04020467836257,67.3340643274854,17.706140350877178,False,False,1.0,1.0,-6.111403508771935,-36.8973684210526,30.78596491228066,87.12719298245614,77.34210526315789,84.54824561403508,30.614035087719298,-9.785087719298247,-53.93421052631578
rogue,54.075292397660824,23.24122807017544,30.834064327485386,True,False,2.5,1.5,36.27894736842103,-10.361403508771927,46.64035087719296,30.350877192982455,82.81140350877193,26.390350877192983,10.899122807017545,52.46052631578948,-15.491228070175438
romantic,43.48022485252432,44.24700579687939,-0.7667809443550695,True,False,2.5,2.0,6.859787022140495,-12.942729640695623,19.80251666283612,39.05240174672489,49.15350877192982,43.096069868995635,21.18421052631579,10.101107025204932,-21.911859342679843
saboteur,38.03362573099415,18.124269005847953,19.9093567251462,True,False,2.5,1.5,23.467543859649112,-9.773684210526309,33.241228070175424,24.80263157894737,60.39035087719298,22.364035087719298,8.486842105263158,35.58771929824561,-13.87719298245614
sage,78.24195906432749,65.15862573099416,13.083333333333329,False,False,1.5,1.5,-2.632456140350875,-44.73684210526313,42.104385964912254,79.67105263157895,76.1842105263158,82.53508771929825,14.49561403508772,-3.4868421052631504,-68.03947368421052
scheduler,55.67982456140351,45.9546783625731,9.725146198830409,False,False,2.0,1.5,-0.9991228070175424,-29.102631578947342,28.1035087719298,54.771929824561404,53.01754385964912,57.43421052631579,13.706140350877194,-1.7543859649122808,-43.728070175438596
scholar,87.74049707602337,64.16447368421052,23.576023391812853,False,False,1.0,1.0,-1.9070175438596573,-50.77543859649122,48.86842105263156,89.05701754385964,86.00877192982456,88.69736842105263,14.385964912280702,-3.048245614035082,-74.31140350877193
scientist,80.02980796240966,42.803825429658566,37.2259825327511,False,False,1.0,1.0,-2.4602811614188282,-25.808971117750694,23.348689956331867,81.44978165938865,77.5589519650655,54.89519650655022,16.899563318777293,-3.890829694323145,-37.995633187772924
scout,65.27923976608187,35.70248538011696,29.57675438596491,True,False,2.5,1.5,22.647368421052626,-16.717543859649112,39.36491228070174,48.84649122807018,81.40789473684211,42.48245614035088,18.530701754385966,32.56140350877193,-23.95175438596491
screener,75.14619883040935,57.08698830409357,18.059210526315773,True,False,2.5,1.0,0.6570175438596507,-43.32894736842104,43.98596491228069,74.80701754385964,75.74561403508773,77.15350877192982,13.771929824561404,0.9385964912280826,-63.38157894736842
secretary,59.64985380116959,50.25219298245614,9.397660818713454,False,False,1.5,1.5,-6.577192982456145,-34.32105263157892,27.743859649122776,61.671052631578945,51.69298245614035,63.324561403508774,12.741228070175438,-9.978070175438596,-50.583333333333336
shaman,48.51608187134503,32.4671052631579,16.048976608187132,True,False,2.5,1.5,28.128070175438584,-12.110526315789459,40.238596491228044,32.12280701754386,74.09649122807018,33.37719298245614,13.75,41.973684210526315,-19.627192982456137
shapeshifter,61.26315789473684,36.05701754385965,25.20614035087719,True,False,2.5,1.5,26.15350877192981,-16.096491228070168,42.24999999999998,44.98684210526316,83.74122807017544,41.030701754385966,16.907894736842106,38.75438596491228,-24.12280701754386
simulacrum,81.47733918128655,52.14181286549708,29.335526315789473,True,False,2.5,1.5,17.364912280701727,-30.18859649122805,47.55350877192978,67.8640350877193,93.4298245614035,62.916666666666664,17.609649122807017,25.565789473684205,-45.307017543859644
skeptic,64.1827485380117,47.18128654970761,17.001461988304087,True,False,2.5,1.5,8.246491228070163,-26.564035087719283,34.810526315789446,58.328947368421055,70.79385964912281,57.666666666666664,18.464912280701753,12.464912280701753,-39.20175438596491
smuggler,52.85891812865497,22.026315789473685,30.832602339181285,True,False,2.5,1.5,36.34298245614032,-9.773684210526314,46.11666666666663,28.785087719298247,80.9298245614035,25.223684210526315,11.162280701754385,52.14473684210526,-14.06140350877193
sociologist,75.09502923976608,14.605263157894735,60.489766081871345,False,True,2.5,1.0,2.0394736842105146,-2.0070003175133026e-15,2.039473684210517,73.14912280701755,76.64035087719299,14.605263157894736,14.605263157894736,3.4912280701754383,0.0
soldier,61.984649122807014,35.864035087719294,26.12061403508772,True,False,2.5,1.5,23.05789473684208,-17.28684210526314,40.34473684210522,44.530701754385966,77.94736842105263,41.37280701754386,15.416666666666666,33.416666666666664,-25.9561403508772
sommelier,26.057017543859647,17.60672514619883,8.450292397660817,True,False,2.5,1.5,4.643859649122807,-11.340350877192975,15.984210526315781,22.982456140350877,29.657894736842106,22.390350877192983,6.864035087719298,6.6754385964912295,-15.526315789473685
specialist,85.79020467836256,65.0577485380117,20.732456140350862,False,False,1.0,1.0,-5.896491228070176,-53.795614035087695,47.89912280701752,88.61842105263158,79.65789473684211,90.35964912280701,12.12719298245614,-8.960526315789465,-78.23245614035088
spirit,59.67836257309941,42.611111111111114,17.0672514619883,True,False,2.5,1.5,26.930701754385947,-18.1815789473684,45.112280701754344,43.54824561403509,84.26754385964912,43.70614035087719,14.320175438596491,40.719298245614034,-29.3859649122807
spy,46.21637426900585,24.722222222222218,21.49415204678363,True,False,2.5,1.5,24.591228070175426,-13.150877192982446,37.74210526315787,32.83771929824562,69.5657894736842,30.11842105263158,10.723684210526315,36.72807017543859,-19.394736842105264
statistician,61.82602339181286,42.765350877192986,19.060672514619874,True,False,2.5,1.0,1.5675438596491311,-29.31491228070173,30.88245614035086,60.70614035087719,63.083333333333336,56.078947368421055,13.355263157894736,2.377192982456144,-42.723684210526315
stoic,57.13157894736842,44.07163742690059,13.05994152046783,True,False,2.5,1.5,12.123684210526307,-22.205263157894713,34.32894736842102,48.583333333333336,66.3201754385965,49.16228070175438,14.758771929824562,17.736842105263158,-34.40350877192982
strategist,81.546783625731,19.80263157894737,61.744152046783626,False,True,1.0,1.0,-3.1807017543859732,-2.187770621734236e-15,-3.180701754385971,82.68859649122807,77.64473684210526,19.80263157894737,19.80263157894737,-5.043859649122808,0.0
student,79.31286549707602,19.407894736842106,59.90497076023391,True,True,2.5,1.0,5.855263157894741,1.6175728681546382e-15,5.855263157894739,74.84210526315789,83.4298245614035,19.407894736842106,19.407894736842106,8.587719298245617,0.0
summarizer,76.5233918128655,58.26315789473684,18.260233918128655,False,False,1.0,1.0,-7.951754385964911,-46.555263157894714,38.6035087719298,80.69298245614036,69.29824561403508,81.3157894736842,12.850877192982455,-11.394736842105274,-68.46491228070175
supervisor,74.69590643274854,63.272660818713454,11.423245614035089,False,False,1.0,1.0,-15.222807017543863,-46.81228070175437,31.589473684210503,82.71052631578948,59.30701754385965,84.3157894736842,15.416666666666666,-23.40350877192983,-68.89912280701753
surfer,44.59649122807017,30.089912280701757,14.506578947368414,True,False,2.5,1.5,16.061403508771924,-13.10877192982456,29.170175438596484,33.95175438596491,56.85526315789474,33.62280701754386,13.399122807017545,22.90350877192983,-20.22368421052632
survivor,52.609649122807014,42.14108187134503,10.468567251461984,True,False,2.5,1.5,15.49298245614034,-15.76052631578946,31.253508771929802,43.60087719298246,66.72368421052632,44.80263157894737,20.13157894736842,23.122807017543856,-24.67105263157895
swarm,78.57675438596492,53.739766081871345,24.836988304093573,True,False,2.5,1.5,15.494736842105262,-29.343859649122788,44.838596491228046,65.96052631578948,88.57894736842105,61.70614035087719,16.030701754385966,22.618421052631575,-45.675438596491226
symbiont,70.9312865497076,41.026315789473685,29.90497076023391,True,False,2.5,1.5,27.501754385964897,-16.303508771929817,43.805263157894714,51.42982456140351,91.6842105263158,44.719298245614034,18.035087719298247,40.25438596491229,-26.684210526315788
synthesizer,78.4422514619883,50.51608187134503,27.926169590643276,True,False,2.5,1.0,9.595614035087712,-35.03070175438594,44.62631578947365,71.66228070175438,85.93859649122807,65.0219298245614,12.346491228070175,14.276315789473685,-52.67543859649122
teacher,86.57675438596492,22.280701754385962,64.29605263157896,False,True,1.0,1.0,-8.214035087719296,-3.1998523675802667e-15,-8.214035087719292,90.58333333333333,78.35964912280701,22.280701754385966,22.280701754385966,-12.223684210526315,0.0
technologist,78.36622807017544,56.06286549707602,22.30336257309942,True,False,2.5,1.5,3.3078947368421012,-40.91228070175438,44.220175438596485,75.58771929824562,80.53947368421052,73.98245614035088,14.078947368421053,4.951754385964904,-59.90350877192982
teenager,50.53362573099415,36.041666666666664,14.491959064327489,True,False,2.5,1.5,24.295614035087702,-5.354385964912281,29.649999999999984,34.46052631578947,69.71491228070175,35.83771929824562,27.982456140350877,35.25438596491228,-7.85526315789474
theorist,86.13084795321636,62.02485380116959,24.10599415204677,False,False,2.0,1.0,-0.04649122807018008,-50.28245614035083,50.23596491228065,85.7280701754386,85.6359649122807,85.78947368421052,12.93859649122807,-0.09210526315790446,-72.85087719298245
therapist,70.73245614035089,22.609649122807017,48.12280701754388,True,True,2.5,1.0,2.1359649122807043,1.2666810674955482e-15,2.135964912280703,69.12719298245614,72.15350877192982,22.609649122807017,22.609649122807017,3.026315789473685,0.0
toddler,10.75657894736842,16.49342105263158,-5.736842105263159,True,True,2.5,2.5,9.971929824561398,10.808771929824557,-0.8368421052631589,3.6184210526315788,18.56140350877193,6.118421052631579,22.5,14.942982456140353,16.38157894736842
traditionalist,59.377192982456144,49.888888888888886,9.488304093567258,True,False,2.5,1.5,12.210526315789465,-18.187719298245604,30.39824561403507,51.43859649122807,69.73684210526316,52.70175438596491,22.842105263157894,18.298245614035096,-29.859649122807017
trainer,87.06359649122807,60.10087719298246,26.96271929824561,False,False,1.5,1.0,-1.2508771929824618,-40.87456140350874,39.62368421052628,86.91228070175438,85.0219298245614,78.48684210526316,18.00438596491228,-1.8903508771929864,-60.482456140350884
translator,49.00657894736842,14.627192982456142,34.379385964912274,False,True,2.5,1.0,4.176315789473676,-1.3132986351274368e-15,4.176315789473677,47.24122807017544,53.324561403508774,14.62719298245614,14.62719298245614,6.083333333333336,0.0
tree,62.73172514619883,35.896198830409354,26.83552631578948,True,False,2.5,1.5,28.12807017543858,-17.460526315789462,45.588596491228046,44.33771929824562,85.48245614035088,40.39912280701754,14.232456140350877,41.14473684210526,-26.166666666666664
trickster,57.82090643274854,29.695175438596493,28.125730994152043,True,False,2.5,1.5,36.10701754385961,-10.99824561403508,47.10526315789469,33.10087719298246,85.39473684210526,31.135964912280702,13.289473684210526,52.2938596491228,-17.846491228070178
tulpa,54.4093567251462,39.864035087719294,14.545321637426909,True,False,2.5,1.5,16.28947368421052,-13.935087719298236,30.22456140350876,44.73684210526316,69.0701754385965,42.28508771929825,20.109649122807017,24.333333333333336,-22.17543859649123
tutor,89.45029239766082,20.789473684210527,68.66081871345028,False,True,1.0,1.0,-4.367543859649129,-2.7397678589126117e-16,-4.367543859649129,91.91228070175438,84.79824561403508,20.789473684210527,20.789473684210527,-7.1140350877193015,0.0
validator,76.99707602339181,59.146198830409354,17.85087719298246,False,False,1.0,1.0,-5.518421052631582,-47.335087719298215,41.816666666666634,80.29824561403508,71.79824561403508,82.4298245614035,14.166666666666666,-8.5,-68.26315789473684
vampire,19.805555555555554,17.817982456140353,1.9875730994152008,True,False,2.5,1.5,4.9499999999999975,-6.014912280701752,10.96491228070175,16.096491228070175,23.74561403508772,18.38157894736842,9.385964912280702,7.6491228070175445,-8.99561403508772
vegan,38.06505847953216,29.833333333333332,8.23172514619883,True,False,2.5,1.5,3.1263157894736806,-14.189473684210519,17.315789473684198,34.526315789473685,39.328947368421055,35.1578947368421,14.12280701754386,4.80263157894737,-21.035087719298243
veteran,65.85891812865496,36.51608187134503,29.342836257309934,True,False,2.5,1.5,15.467543859649107,-19.760526315789466,35.228070175438575,55.01315789473684,78.10526315789474,44.25877192982456,14.93421052631579,23.092105263157897,-29.324561403508774
veterinarian,41.28654970760234,31.221491228070175,10.065058479532166,True,False,2.5,1.5,3.6070175438596443,-19.669298245614023,23.276315789473667,39.6359649122807,45.083333333333336,40.46052631578947,12.5,5.447368421052637,-27.960526315789473
vigilante,38.87061403508772,23.744152046783626,15.126461988304094,True,False,2.5,1.5,16.288596491228056,-10.754385964912283,27.042982456140336,29.19736842105263,53.20175438596491,27.87280701754386,12.083333333333334,24.00438596491228,-15.789473684210526
virtuoso,60.10453216374268,41.64181286549707,18.46271929824561,True,False,2.5,1.5,11.316666666666649,-26.469298245614024,37.785964912280676,52.60964912280702,69.9298245614035,52.01754385964912,11.666666666666666,17.320175438596486,-40.35087719298246
virus,19.696637426900587,7.902046783625732,11.794590643274855,True,False,2.5,2.0,22.70701754385963,-0.7166666666666675,23.4236842105263,8.868421052631579,43.776315789473685,7.464912280701754,6.184210526315789,34.90789473684211,-1.280701754385965
visionary,78.58625730994152,60.312134502923975,18.27412280701754,True,False,2.5,1.5,4.828070175438595,-38.99736842105261,43.82543859649121,74.80701754385964,81.69298245614036,74.32894736842105,15.175438596491228,6.885964912280713,-59.15350877192983
void,46.541666666666664,30.73172514619883,15.809941520467834,True,False,2.5,1.5,27.444736842105243,-10.96315789473684,38.40789473684208,32.69298245614035,74.24122807017544,32.324561403508774,15.109649122807017,41.54824561403509,-17.214912280701757
wanderer,53.008771929824555,43.42836257309941,9.580409356725141,True,False,2.5,1.5,14.256140350877184,-16.78859649122806,31.044736842105245,44.026315789473685,65.76315789473684,45.021929824561404,17.82017543859649,21.73684210526315,-27.201754385964914
warrior,45.51681286549708,34.90643274853801,10.610380116959071,True,False,2.5,1.5,16.479824561403507,-15.565789473684204,32.04561403508771,36.21491228070175,61.30701754385965,38.01315789473684,13.135964912280702,25.092105263157897,-24.87719298245614
whale,52.25877192982457,29.851608187134502,22.407163742690066,True,False,2.5,1.5,31.233333333333313,-14.749999999999986,45.9833333333333,34.416666666666664,80.50438596491227,33.916666666666664,11.31578947368421,46.08771929824561,-22.600877192982452
widow,49.8311403508772,33.43055555555556,16.40058479532164,True,False,2.5,1.5,19.313157894736825,-9.068421052631573,28.381578947368396,37.10964912280702,65.24561403508773,34.32017543859649,19.95614035087719,28.135964912280706,-14.364035087719301
wind,62.808588064046575,41.39228529839883,21.416302765647742,True,False,2.5,2.0,29.6183406113537,-16.668995633187762,46.287336244541464,43.21834061135371,87.34497816593887,42.33187772925764,14.43231441048035,44.12663755458516,-27.89956331877729
witch,40.30628654970761,26.19736842105263,14.108918128654977,True,False,2.5,1.5,21.77894736842104,-12.200877192982457,33.9798245614035,28.859649122807017,61.65350877192982,28.916666666666668,9.539473684210526,32.79385964912281,-19.377192982456144
witness,63.009502923976605,38.23026315789473,24.779239766081872,True,False,2.5,1.5,18.06140350877192,-17.803508771929817,35.86491228070174,51.166666666666664,78.00438596491227,44.07017543859649,16.776315789473685,26.83771929824561,-27.29385964912281
workaholic,62.71710526315789,44.4546783625731,18.262426900584792,True,False,2.5,1.5,15.214035087719287,-19.8798245614035,35.093859649122784,52.23684210526316,74.61842105263158,50.75877192982456,20.416666666666668,22.381578947368418,-30.342105263157894
wraith,37.828947368421055,25.33260233918129,12.496345029239766,True,False,2.5,1.5,22.9456140350877,-10.747368421052629,33.69298245614033,25.605263157894736,61.03508771929825,26.899122807017545,9.473684210526315,35.42982456140351,-17.42543859649123
writer,70.6922514619883,13.530701754385966,57.16154970760234,True,True,2.5,1.0,12.073684210526308,-6.594281041109561e-16,12.073684210526308,62.80263157894737,80.99122807017544,13.530701754385966,13.530701754385966,18.18859649122807,0.0
zealot,52.308479532163744,13.486842105263158,38.82163742690059,True,True,2.5,1.0,19.54736842105262,-2.6132437175137794e-15,19.547368421052624,40.01754385964912,68.8157894736842,13.486842105263158,13.486842105263158,28.798245614035082,0.0
zeitgeist,80.88157894736842,58.9312865497076,21.950292397660824,True,False,2.5,1.5,6.881578947368416,-36.882456140350875,43.76403508771929,75.60526315789474,85.00877192982456,72.25,15.723684210526315,9.403508771929822,-56.526315789473685
