O*NET-SOC Code	Element Name
45-2011.00	Reading Comprehension
45-2011.00	Active Listening
45-2011.00	Critical Thinking
45-2011.00	Monitoring
45-2011.00	Quality Control Analysis
45-2021.00	Active Listening
45-2021.00	Speaking
45-2021.00	Science
45-2021.00	Critical Thinking
45-2021.00	Active Learning
45-2041.00	Active Listening
45-2041.00	Speaking
45-2041.00	Critical Thinking
45-2041.00	Monitoring
45-2041.00	Coordination
45-2091.00	Active Listening
45-2091.00	Operations Monitoring
45-2091.00	Operation and Control
45-2091.00	Equipment Maintenance
45-2091.00	Troubleshooting
45-2092.00	Reading Comprehension
45-2092.00	Active Listening
45-2092.00	Writing
45-2092.00	Speaking
45-2092.00	Operations Monitoring
45-2093.00	Active Listening
45-2093.00	Critical Thinking
45-2093.00	Monitoring
45-2093.00	Operations Monitoring
45-2093.00	Operation and Control
45-4011.00	Reading Comprehension
45-4011.00	Active Listening
45-4011.00	Speaking
45-4011.00	Critical Thinking
45-4011.00	Monitoring
45-4021.00	Critical Thinking
45-4021.00	Monitoring
45-4021.00	Operations Monitoring
45-4021.00	Operation and Control
45-4021.00	Judgment and Decision Making
45-4022.00	Active Listening
45-4022.00	Monitoring
45-4022.00	Operations Monitoring
45-4022.00	Operation and Control
45-4022.00	Equipment Maintenance
45-4023.00	Active Listening
45-4023.00	Writing
45-4023.00	Speaking
45-4023.00	Critical Thinking
45-4023.00	Active Learning
47-1011.00	Active Listening
47-1011.00	Speaking
47-1011.00	Critical Thinking
47-1011.00	Coordination
47-1011.00	Management of Personnel Resources
47-1011.03	Reading Comprehension
47-1011.03	Monitoring
47-1011.03	Coordination
47-1011.03	Time Management
47-1011.03	Management of Personnel Resources
47-2011.00	Critical Thinking
47-2011.00	Operations Monitoring
47-2011.00	Operation and Control
47-2011.00	Equipment Maintenance
47-2011.00	Troubleshooting
47-2021.00	Active Listening
47-2021.00	Speaking
47-2021.00	Critical Thinking
47-2021.00	Monitoring
47-2021.00	Coordination
47-2022.00	Critical Thinking
47-2022.00	Coordination
47-2022.00	Complex Problem Solving
47-2022.00	Judgment and Decision Making
47-2022.00	Time Management
47-2031.00	Reading Comprehension
47-2031.00	Active Listening
47-2031.00	Critical Thinking
47-2031.00	Monitoring
47-2031.00	Coordination
47-2041.00	Mathematics
47-2041.00	Critical Thinking
47-2041.00	Monitoring
47-2041.00	Coordination
47-2041.00	Quality Control Analysis
47-2042.00	Active Listening
47-2042.00	Speaking
47-2042.00	Critical Thinking
47-2042.00	Monitoring
47-2042.00	Social Perceptiveness
47-2043.00	Active Listening
47-2043.00	Monitoring
47-2043.00	Coordination
47-2043.00	Operations Monitoring
47-2043.00	Operation and Control
47-2044.00	Active Listening
47-2044.00	Speaking
47-2044.00	Mathematics
47-2044.00	Critical Thinking
47-2044.00	Coordination
47-2051.00	Speaking
47-2051.00	Monitoring
47-2051.00	Coordination
47-2051.00	Quality Control Analysis
47-2051.00	Time Management
47-2053.00	Speaking
47-2053.00	Monitoring
47-2053.00	Coordination
47-2053.00	Quality Control Analysis
47-2053.00	Judgment and Decision Making
47-2061.00	Active Listening
47-2061.00	Speaking
47-2061.00	Coordination
47-2061.00	Operations Monitoring
47-2061.00	Operation and Control
47-2071.00	Critical Thinking
47-2071.00	Monitoring
47-2071.00	Coordination
47-2071.00	Operations Monitoring
47-2071.00	Operation and Control
47-2072.00	Monitoring
47-2072.00	Operations Monitoring
47-2072.00	Operation and Control
47-2072.00	Equipment Maintenance
47-2072.00	Troubleshooting
47-2073.00	Active Listening
47-2073.00	Monitoring
47-2073.00	Operations Monitoring
47-2073.00	Operation and Control
47-2073.00	Equipment Maintenance
47-2081.00	Speaking
47-2081.00	Critical Thinking
47-2081.00	Monitoring
47-2081.00	Coordination
47-2081.00	Judgment and Decision Making
47-2082.00	Active Listening
47-2082.00	Speaking
47-2082.00	Critical Thinking
47-2082.00	Monitoring
47-2082.00	Time Management
47-2111.00	Active Listening
47-2111.00	Speaking
47-2111.00	Critical Thinking
47-2111.00	Troubleshooting
47-2111.00	Repairing
47-2121.00	Reading Comprehension
47-2121.00	Speaking
47-2121.00	Critical Thinking
47-2121.00	Coordination
47-2121.00	Time Management
47-2131.00	Active Listening
47-2131.00	Speaking
47-2131.00	Critical Thinking
47-2131.00	Monitoring
47-2131.00	Operation and Control
47-2132.00	Active Listening
47-2132.00	Critical Thinking
47-2132.00	Monitoring
47-2132.00	Coordination
47-2132.00	Time Management
47-2141.00	Active Listening
47-2141.00	Critical Thinking
47-2141.00	Monitoring
47-2141.00	Social Perceptiveness
47-2141.00	Time Management
47-2142.00	Active Listening
47-2142.00	Speaking
47-2142.00	Critical Thinking
47-2142.00	Coordination
47-2142.00	Time Management
47-2151.00	Active Listening
47-2151.00	Speaking
47-2151.00	Critical Thinking
47-2151.00	Coordination
47-2151.00	Operation and Control
47-2152.00	Critical Thinking
47-2152.00	Monitoring
47-2152.00	Troubleshooting
47-2152.00	Repairing
47-2152.00	Judgment and Decision Making
47-2152.04	Reading Comprehension
47-2152.04	Active Listening
47-2152.04	Speaking
47-2152.04	Installation
47-2152.04	Quality Control Analysis
47-2161.00	Active Listening
47-2161.00	Speaking
47-2161.00	Monitoring
47-2161.00	Quality Control Analysis
47-2161.00	Time Management
47-2171.00	Critical Thinking
47-2171.00	Monitoring
47-2171.00	Coordination
47-2171.00	Operation and Control
47-2171.00	Judgment and Decision Making
47-2181.00	Active Listening
47-2181.00	Speaking
47-2181.00	Critical Thinking
47-2181.00	Monitoring
47-2181.00	Coordination
47-2211.00	Reading Comprehension
47-2211.00	Active Listening
47-2211.00	Critical Thinking
47-2211.00	Monitoring
47-2211.00	Coordination
47-2221.00	Active Listening
47-2221.00	Critical Thinking
47-2221.00	Coordination
47-2221.00	Operations Monitoring
47-2221.00	Operation and Control
47-2231.00	Active Listening
47-2231.00	Critical Thinking
47-2231.00	Monitoring
47-2231.00	Installation
47-2231.00	Operations Monitoring
47-3011.00	Critical Thinking
47-3011.00	Monitoring
47-3011.00	Coordination
47-3011.00	Operation and Control
47-3011.00	Time Management
47-3012.00	Active Listening
47-3012.00	Speaking
47-3012.00	Critical Thinking
47-3012.00	Monitoring
47-3012.00	Social Perceptiveness
47-3013.00	Active Listening
47-3013.00	Speaking
47-3013.00	Critical Thinking
47-3013.00	Coordination
47-3013.00	Troubleshooting
47-3014.00	Active Listening
47-3014.00	Speaking
47-3014.00	Critical Thinking
47-3014.00	Monitoring
47-3014.00	Coordination
47-3015.00	Active Listening
47-3015.00	Critical Thinking
47-3015.00	Monitoring
47-3015.00	Coordination
47-3015.00	Judgment and Decision Making
47-3016.00	Active Listening
47-3016.00	Speaking
47-3016.00	Critical Thinking
47-3016.00	Monitoring
47-3016.00	Coordination
47-4021.00	Critical Thinking
47-4021.00	Operations Monitoring
47-4021.00	Equipment Maintenance
47-4021.00	Troubleshooting
47-4021.00	Repairing
47-4031.00	Active Listening
47-4031.00	Speaking
47-4031.00	Critical Thinking
47-4031.00	Monitoring
47-4031.00	Coordination
47-4041.00	Active Listening
47-4041.00	Critical Thinking
47-4041.00	Monitoring
47-4041.00	Operations Monitoring
47-4041.00	Operation and Control
47-4051.00	Active Listening
47-4051.00	Monitoring
47-4051.00	Coordination
47-4051.00	Operations Monitoring
47-4051.00	Operation and Control
47-4061.00	Critical Thinking
47-4061.00	Operations Monitoring
47-4061.00	Operation and Control
47-4061.00	Equipment Maintenance
47-4061.00	Troubleshooting
47-4071.00	Active Listening
47-4071.00	Critical Thinking
47-4071.00	Operations Monitoring
47-4071.00	Operation and Control
47-4071.00	Equipment Maintenance
47-4091.00	Active Listening
47-4091.00	Speaking
47-4091.00	Critical Thinking
47-4091.00	Social Perceptiveness
47-4091.00	Coordination
47-5011.00	Speaking
47-5011.00	Critical Thinking
47-5011.00	Monitoring
47-5011.00	Operations Monitoring
47-5011.00	Operation and Control
47-5012.00	Active Listening
47-5012.00	Critical Thinking
47-5012.00	Monitoring
47-5012.00	Operations Monitoring
47-5012.00	Operation and Control
47-5013.00	Active Listening
47-5013.00	Critical Thinking
47-5013.00	Monitoring
47-5013.00	Operations Monitoring
47-5013.00	Operation and Control
47-5022.00	Reading Comprehension
47-5022.00	Active Listening
47-5022.00	Monitoring
47-5022.00	Operations Monitoring
47-5022.00	Operation and Control
47-5023.00	Critical Thinking
47-5023.00	Monitoring
47-5023.00	Operations Monitoring
47-5023.00	Operation and Control
47-5023.00	Equipment Maintenance
47-5041.00	Critical Thinking
47-5041.00	Operations Monitoring
47-5041.00	Operation and Control
47-5041.00	Equipment Maintenance
47-5041.00	Troubleshooting
47-5043.00	Critical Thinking
47-5043.00	Monitoring
47-5043.00	Operations Monitoring
47-5043.00	Operation and Control
47-5043.00	Troubleshooting
47-5044.00	Active Listening
47-5044.00	Speaking
47-5044.00	Operations Monitoring
47-5044.00	Operation and Control
47-5044.00	Troubleshooting
47-5051.00	Reading Comprehension
47-5051.00	Active Listening
47-5051.00	Monitoring
47-5051.00	Operations Monitoring
47-5051.00	Operation and Control
47-5071.00	Critical Thinking
47-5071.00	Monitoring
47-5071.00	Operations Monitoring
47-5071.00	Operation and Control
47-5071.00	Quality Control Analysis
47-5081.00	Monitoring
47-5081.00	Operations Monitoring
47-5081.00	Operation and Control
47-5081.00	Equipment Maintenance
47-5081.00	Troubleshooting
49-1011.00	Speaking
49-1011.00	Critical Thinking
49-1011.00	Monitoring
49-1011.00	Coordination
49-1011.00	Management of Personnel Resources
49-2011.00	Active Listening
49-2011.00	Critical Thinking
49-2011.00	Complex Problem Solving
49-2011.00	Troubleshooting
49-2011.00	Repairing
49-2021.00	Reading Comprehension
49-2021.00	Active Listening
49-2021.00	Installation
49-2021.00	Equipment Maintenance
49-2021.00	Repairing
49-2022.00	Critical Thinking
49-2022.00	Operations Monitoring
49-2022.00	Troubleshooting
49-2022.00	Repairing
49-2022.00	Quality Control Analysis
49-2091.00	Critical Thinking
49-2091.00	Operations Monitoring
49-2091.00	Equipment Maintenance
49-2091.00	Troubleshooting
49-2091.00	Repairing
49-2092.00	Critical Thinking
49-2092.00	Equipment Selection
49-2092.00	Equipment Maintenance
49-2092.00	Troubleshooting
49-2092.00	Repairing
49-2093.00	Reading Comprehension
49-2093.00	Active Listening
49-2093.00	Critical Thinking
49-2093.00	Operations Monitoring
49-2093.00	Quality Control Analysis
49-2094.00	Critical Thinking
49-2094.00	Operations Monitoring
49-2094.00	Equipment Maintenance
49-2094.00	Troubleshooting
49-2094.00	Repairing
49-2095.00	Reading Comprehension
49-2095.00	Critical Thinking
49-2095.00	Equipment Maintenance
49-2095.00	Troubleshooting
49-2095.00	Repairing
49-2096.00	Active Listening
49-2096.00	Critical Thinking
49-2096.00	Operations Monitoring
49-2096.00	Troubleshooting
49-2096.00	Repairing
49-2097.00	Speaking
49-2097.00	Complex Problem Solving
49-2097.00	Troubleshooting
49-2097.00	Repairing
49-2097.00	Quality Control Analysis
49-2098.00	Reading Comprehension
49-2098.00	Active Listening
49-2098.00	Speaking
49-2098.00	Critical Thinking
49-2098.00	Installation
49-3011.00	Reading Comprehension
49-3011.00	Operations Monitoring
49-3011.00	Equipment Maintenance
49-3011.00	Troubleshooting
49-3011.00	Repairing
49-3021.00	Active Listening
49-3021.00	Speaking
49-3021.00	Critical Thinking
49-3021.00	Troubleshooting
49-3021.00	Repairing
49-3022.00	Active Listening
49-3022.00	Speaking
49-3022.00	Critical Thinking
49-3022.00	Equipment Selection
49-3022.00	Installation
49-3023.00	Critical Thinking
49-3023.00	Operations Monitoring
49-3023.00	Equipment Maintenance
49-3023.00	Troubleshooting
49-3023.00	Repairing
49-3031.00	Critical Thinking
49-3031.00	Operations Monitoring
49-3031.00	Equipment Maintenance
49-3031.00	Troubleshooting
49-3031.00	Repairing
49-3041.00	Critical Thinking
49-3041.00	Operation and Control
49-3041.00	Equipment Maintenance
49-3041.00	Troubleshooting
49-3041.00	Repairing
49-3042.00	Operations Monitoring
49-3042.00	Operation and Control
49-3042.00	Equipment Maintenance
49-3042.00	Troubleshooting
49-3042.00	Repairing
49-3043.00	Critical Thinking
49-3043.00	Operations Monitoring
49-3043.00	Equipment Maintenance
49-3043.00	Troubleshooting
49-3043.00	Repairing
49-3051.00	Operations Monitoring
49-3051.00	Operation and Control
49-3051.00	Equipment Maintenance
49-3051.00	Troubleshooting
49-3051.00	Repairing
49-3052.00	Active Listening
49-3052.00	Speaking
49-3052.00	Equipment Maintenance
49-3052.00	Troubleshooting
49-3052.00	Repairing
49-3053.00	Critical Thinking
49-3053.00	Operations Monitoring
49-3053.00	Equipment Maintenance
49-3053.00	Troubleshooting
49-3053.00	Repairing
49-3091.00	Active Listening
49-3091.00	Speaking
49-3091.00	Critical Thinking
49-3091.00	Troubleshooting
49-3091.00	Repairing
49-3092.00	Complex Problem Solving
49-3092.00	Operations Monitoring
49-3092.00	Operation and Control
49-3092.00	Troubleshooting
49-3092.00	Repairing
49-3093.00	Active Listening
49-3093.00	Speaking
49-3093.00	Critical Thinking
49-3093.00	Service Orientation
49-3093.00	Time Management
49-9011.00	Reading Comprehension
49-9011.00	Active Listening
49-9011.00	Speaking
49-9011.00	Critical Thinking
49-9011.00	Quality Control Analysis
49-9012.00	Active Listening
49-9012.00	Speaking
49-9012.00	Critical Thinking
49-9012.00	Monitoring
49-9012.00	Repairing
49-9021.00	Reading Comprehension
49-9021.00	Critical Thinking
49-9021.00	Installation
49-9021.00	Operations Monitoring
49-9021.00	Troubleshooting
49-9031.00	Speaking
49-9031.00	Critical Thinking
49-9031.00	Equipment Maintenance
49-9031.00	Troubleshooting
49-9031.00	Repairing
49-9041.00	Operations Monitoring
49-9041.00	Operation and Control
49-9041.00	Equipment Maintenance
49-9041.00	Troubleshooting
49-9041.00	Repairing
49-9043.00	Operations Monitoring
49-9043.00	Operation and Control
49-9043.00	Equipment Maintenance
49-9043.00	Troubleshooting
49-9043.00	Repairing
49-9045.00	Active Listening
49-9045.00	Operations Monitoring
49-9045.00	Operation and Control
49-9045.00	Equipment Maintenance
49-9045.00	Repairing
49-9051.00	Active Listening
49-9051.00	Monitoring
49-9051.00	Operations Monitoring
49-9051.00	Operation and Control
49-9051.00	Troubleshooting
49-9052.00	Active Listening
49-9052.00	Speaking
49-9052.00	Critical Thinking
49-9052.00	Complex Problem Solving
49-9052.00	Operations Monitoring
49-9061.00	Critical Thinking
49-9061.00	Equipment Maintenance
49-9061.00	Troubleshooting
49-9061.00	Repairing
49-9061.00	Quality Control Analysis
49-9062.00	Operations Monitoring
49-9062.00	Equipment Maintenance
49-9062.00	Troubleshooting
49-9062.00	Repairing
49-9062.00	Quality Control Analysis
49-9064.00	Active Listening
49-9064.00	Speaking
49-9064.00	Critical Thinking
49-9064.00	Operations Monitoring
49-9064.00	Repairing
49-9071.00	Critical Thinking
49-9071.00	Active Learning
49-9071.00	Equipment Maintenance
49-9071.00	Troubleshooting
49-9071.00	Repairing
49-9081.00	Critical Thinking
49-9081.00	Operations Monitoring
49-9081.00	Equipment Maintenance
49-9081.00	Troubleshooting
49-9081.00	Repairing
49-9091.00	Operations Monitoring
49-9091.00	Operation and Control
49-9091.00	Equipment Maintenance
49-9091.00	Troubleshooting
49-9091.00	Repairing
49-9092.00	Active Listening
49-9092.00	Speaking
49-9092.00	Critical Thinking
49-9092.00	Operations Monitoring
49-9092.00	Quality Control Analysis
49-9095.00	Critical Thinking
49-9095.00	Monitoring
49-9095.00	Operations Monitoring
49-9095.00	Operation and Control
49-9095.00	Quality Control Analysis
49-9096.00	Reading Comprehension
49-9096.00	Active Listening
49-9096.00	Critical Thinking
49-9096.00	Monitoring
49-9096.00	Operation and Control
49-9097.00	Critical Thinking
49-9097.00	Equipment Maintenance
49-9097.00	Troubleshooting
49-9097.00	Repairing
49-9097.00	Quality Control Analysis
49-9098.00	Active Listening
49-9098.00	Critical Thinking
49-9098.00	Monitoring
49-9098.00	Operations Monitoring
49-9098.00	Operation and Control
49-9099.01	Reading Comprehension
49-9099.01	Monitoring
49-9099.01	Operations Monitoring
49-9099.01	Operation and Control
49-9099.01	Troubleshooting
51-1011.00	Active Listening
51-1011.00	Speaking
51-1011.00	Critical Thinking
51-1011.00	Time Management
51-1011.00	Management of Personnel Resources
51-2011.00	Reading Comprehension
51-2011.00	Active Listening
51-2011.00	Critical Thinking
51-2011.00	Monitoring
51-2011.00	Quality Control Analysis
51-2021.00	Reading Comprehension
51-2021.00	Active Listening
51-2021.00	Monitoring
51-2021.00	Operations Monitoring
51-2021.00	Operation and Control
51-2022.00	Reading Comprehension
51-2022.00	Active Listening
51-2022.00	Monitoring
51-2022.00	Operations Monitoring
51-2022.00	Judgment and Decision Making
51-2023.00	Reading Comprehension
51-2023.00	Speaking
51-2023.00	Critical Thinking
51-2023.00	Operations Monitoring
51-2023.00	Quality Control Analysis
51-2031.00	Reading Comprehension
51-2031.00	Active Listening
51-2031.00	Speaking
51-2031.00	Operations Monitoring
51-2031.00	Quality Control Analysis
51-2041.00	Reading Comprehension
51-2041.00	Active Listening
51-2041.00	Speaking
51-2041.00	Critical Thinking
51-2041.00	Monitoring
51-2051.00	Reading Comprehension
51-2051.00	Active Listening
51-2051.00	Speaking
51-2051.00	Monitoring
51-2051.00	Operations Monitoring
51-2061.00	Active Listening
51-2061.00	Operations Monitoring
51-2061.00	Troubleshooting
51-2061.00	Repairing
51-2061.00	Quality Control Analysis
51-2092.00	Reading Comprehension
51-2092.00	Active Listening
51-2092.00	Speaking
51-2092.00	Monitoring
51-2092.00	Quality Control Analysis
51-3011.00	Active Listening
51-3011.00	Speaking
51-3011.00	Critical Thinking
51-3011.00	Active Learning
51-3011.00	Monitoring
51-3021.00	Reading Comprehension
51-3021.00	Active Listening
51-3021.00	Speaking
51-3021.00	Critical Thinking
51-3021.00	Monitoring
51-3022.00	Active Listening
51-3022.00	Speaking
51-3022.00	Critical Thinking
51-3022.00	Monitoring
51-3022.00	Judgment and Decision Making
51-3023.00	Active Listening
51-3023.00	Speaking
51-3023.00	Critical Thinking
51-3023.00	Monitoring
51-3023.00	Social Perceptiveness
51-3091.00	Reading Comprehension
51-3091.00	Active Listening
51-3091.00	Critical Thinking
51-3091.00	Monitoring
51-3091.00	Operations Monitoring
51-3092.00	Reading Comprehension
51-3092.00	Active Listening
51-3092.00	Speaking
51-3092.00	Critical Thinking
51-3092.00	Operations Monitoring
51-3093.00	Reading Comprehension
51-3093.00	Active Listening
51-3093.00	Monitoring
51-3093.00	Operations Monitoring
51-3093.00	Operation and Control
51-4021.00	Critical Thinking
51-4021.00	Monitoring
51-4021.00	Operations Monitoring
51-4021.00	Operation and Control
51-4021.00	Quality Control Analysis
51-4022.00	Reading Comprehension
51-4022.00	Active Listening
51-4022.00	Monitoring
51-4022.00	Operations Monitoring
51-4022.00	Operation and Control
51-4023.00	Speaking
51-4023.00	Monitoring
51-4023.00	Operations Monitoring
51-4023.00	Operation and Control
51-4023.00	Quality Control Analysis
51-4031.00	Active Listening
51-4031.00	Speaking
51-4031.00	Critical Thinking
51-4031.00	Operations Monitoring
51-4031.00	Operation and Control
51-4032.00	Reading Comprehension
51-4032.00	Active Listening
51-4032.00	Monitoring
51-4032.00	Operations Monitoring
51-4032.00	Operation and Control
51-4033.00	Reading Comprehension
51-4033.00	Monitoring
51-4033.00	Operations Monitoring
51-4033.00	Operation and Control
51-4033.00	Quality Control Analysis
51-4034.00	Reading Comprehension
51-4034.00	Active Listening
51-4034.00	Monitoring
51-4034.00	Operations Monitoring
51-4034.00	Operation and Control
51-4035.00	Active Listening
51-4035.00	Critical Thinking
51-4035.00	Monitoring
51-4035.00	Operations Monitoring
51-4035.00	Operation and Control
51-4041.00	Active Listening
51-4041.00	Critical Thinking
51-4041.00	Monitoring
51-4041.00	Operations Monitoring
51-4041.00	Operation and Control
51-4051.00	Reading Comprehension
51-4051.00	Active Listening
51-4051.00	Monitoring
51-4051.00	Operations Monitoring
51-4051.00	Operation and Control
51-4052.00	Active Listening
51-4052.00	Critical Thinking
51-4052.00	Monitoring
51-4052.00	Operations Monitoring
51-4052.00	Operation and Control
51-4061.00	Critical Thinking
51-4061.00	Monitoring
51-4061.00	Operations Monitoring
51-4061.00	Operation and Control
51-4061.00	Quality Control Analysis
51-4062.00	Reading Comprehension
51-4062.00	Active Listening
51-4062.00	Operations Monitoring
51-4062.00	Operation and Control
51-4062.00	Quality Control Analysis
51-4071.00	Active Listening
51-4071.00	Critical Thinking
51-4071.00	Monitoring
51-4071.00	Operations Monitoring
51-4071.00	Time Management
51-4072.00	Reading Comprehension
51-4072.00	Active Listening
51-4072.00	Monitoring
51-4072.00	Operations Monitoring
51-4072.00	Operation and Control
51-4081.00	Monitoring
51-4081.00	Operations Monitoring
51-4081.00	Operation and Control
51-4081.00	Equipment Maintenance
51-4081.00	Quality Control Analysis
51-4111.00	Critical Thinking
51-4111.00	Monitoring
51-4111.00	Operations Monitoring
51-4111.00	Operation and Control
51-4111.00	Quality Control Analysis
51-4121.00	Critical Thinking
51-4121.00	Monitoring
51-4121.00	Operations Monitoring
51-4121.00	Quality Control Analysis
51-4121.00	Judgment and Decision Making
51-4122.00	Reading Comprehension
51-4122.00	Active Listening
51-4122.00	Speaking
51-4122.00	Operations Monitoring
51-4122.00	Operation and Control
51-4191.00	Active Listening
51-4191.00	Speaking
51-4191.00	Monitoring
51-4191.00	Operations Monitoring
51-4191.00	Operation and Control
51-4192.00	Reading Comprehension
51-4192.00	Mathematics
51-4192.00	Critical Thinking
51-4192.00	Monitoring
51-4192.00	Complex Problem Solving
51-4193.00	Reading Comprehension
51-4193.00	Active Listening
51-4193.00	Monitoring
51-4193.00	Operations Monitoring
51-4193.00	Operation and Control
51-4194.00	Operations Monitoring
51-4194.00	Operation and Control
51-4194.00	Equipment Maintenance
51-4194.00	Repairing
51-4194.00	Quality Control Analysis
51-5111.00	Active Listening
51-5111.00	Speaking
51-5111.00	Critical Thinking
51-5111.00	Monitoring
51-5111.00	Time Management
51-5112.00	Reading Comprehension
51-5112.00	Monitoring
51-5112.00	Operations Monitoring
51-5112.00	Operation and Control
51-5112.00	Quality Control Analysis
51-5113.00	Reading Comprehension
51-5113.00	Critical Thinking
51-5113.00	Monitoring
51-5113.00	Operations Monitoring
51-5113.00	Judgment and Decision Making
51-6011.00	Active Listening
51-6011.00	Speaking
51-6011.00	Monitoring
51-6011.00	Social Perceptiveness
51-6011.00	Operations Monitoring
51-6021.00	Critical Thinking
51-6021.00	Monitoring
51-6021.00	Operations Monitoring
51-6021.00	Operation and Control
51-6021.00	Time Management
51-6031.00	Active Listening
51-6031.00	Critical Thinking
51-6031.00	Monitoring
51-6031.00	Complex Problem Solving
51-6031.00	Operations Monitoring
51-6041.00	Reading Comprehension
51-6041.00	Active Listening
51-6041.00	Speaking
51-6041.00	Critical Thinking
51-6041.00	Monitoring
51-6042.00	Reading Comprehension
51-6042.00	Active Listening
51-6042.00	Critical Thinking
51-6042.00	Monitoring
51-6042.00	Operations Monitoring
51-6051.00	Active Listening
51-6051.00	Speaking
51-6051.00	Monitoring
51-6051.00	Judgment and Decision Making
51-6051.00	Time Management
51-6052.00	Active Listening
51-6052.00	Speaking
51-6052.00	Critical Thinking
51-6052.00	Social Perceptiveness
51-6052.00	Time Management
51-6061.00	Active Listening
51-6061.00	Monitoring
51-6061.00	Operations Monitoring
51-6061.00	Operation and Control
51-6061.00	Time Management
51-6062.00	Active Listening
51-6062.00	Monitoring
51-6062.00	Operations Monitoring
51-6062.00	Operation and Control
51-6062.00	Quality Control Analysis
51-6063.00	Active Listening
51-6063.00	Speaking
51-6063.00	Monitoring
51-6063.00	Operations Monitoring
51-6063.00	Operation and Control
51-6064.00	Active Listening
51-6064.00	Speaking
51-6064.00	Operations Monitoring
51-6064.00	Operation and Control
51-6064.00	Quality Control Analysis
51-6091.00	Active Listening
51-6091.00	Speaking
51-6091.00	Monitoring
51-6091.00	Operations Monitoring
51-6091.00	Operation and Control
51-6092.00	Reading Comprehension
51-6092.00	Active Listening
51-6092.00	Critical Thinking
51-6092.00	Judgment and Decision Making
51-6092.00	Time Management
51-6093.00	Reading Comprehension
51-6093.00	Active Listening
51-6093.00	Speaking
51-6093.00	Critical Thinking
51-6093.00	Active Learning
51-7011.00	Speaking
51-7011.00	Monitoring
51-7011.00	Operations Monitoring
51-7011.00	Operation and Control
51-7011.00	Quality Control Analysis
51-7021.00	Active Listening
51-7021.00	Speaking
51-7021.00	Critical Thinking
51-7021.00	Monitoring
51-7021.00	Operations Monitoring
51-7031.00	Reading Comprehension
51-7031.00	Speaking
51-7031.00	Critical Thinking
51-7031.00	Monitoring
51-7031.00	Operations Monitoring
51-7032.00	Reading Comprehension
51-7032.00	Monitoring
51-7032.00	Complex Problem Solving
51-7032.00	Operations Monitoring
51-7032.00	Operation and Control
51-7041.00	Critical Thinking
51-7041.00	Monitoring
51-7041.00	Operations Monitoring
51-7041.00	Operation and Control
51-7041.00	Troubleshooting
51-7042.00	Speaking
51-7042.00	Monitoring
51-7042.00	Operations Monitoring
51-7042.00	Operation and Control
51-7042.00	Quality Control Analysis
51-8011.00	Reading Comprehension
51-8011.00	Active Listening
51-8011.00	Critical Thinking
51-8011.00	Operations Monitoring
51-8011.00	Operation and Control
51-8012.00	Reading Comprehension
51-8012.00	Active Listening
51-8012.00	Speaking
51-8012.00	Critical Thinking
51-8012.00	Monitoring
51-8013.00	Active Listening
51-8013.00	Speaking
51-8013.00	Critical Thinking
51-8013.00	Operations Monitoring
51-8013.00	Operation and Control
51-8013.03	Critical Thinking
51-8013.03	Monitoring
51-8013.03	Operations Monitoring
51-8013.03	Operation and Control
51-8013.03	Judgment and Decision Making
51-8013.04	Critical Thinking
51-8013.04	Monitoring
51-8013.04	Operations Monitoring
51-8013.04	Operation and Control
51-8013.04	Equipment Maintenance
51-8021.00	Active Listening
51-8021.00	Critical Thinking
51-8021.00	Operations Monitoring
51-8021.00	Operation and Control
51-8021.00	Equipment Maintenance
51-8091.00	Critical Thinking
51-8091.00	Monitoring
51-8091.00	Operations Monitoring
51-8091.00	Operation and Control
51-8091.00	Quality Control Analysis
51-8092.00	Critical Thinking
51-8092.00	Monitoring
51-8092.00	Operations Monitoring
51-8092.00	Operation and Control
51-8092.00	Quality Control Analysis
51-8093.00	Reading Comprehension
51-8093.00	Speaking
51-8093.00	Monitoring
51-8093.00	Operations Monitoring
51-8093.00	Operation and Control
51-8099.01	Reading Comprehension
51-8099.01	Monitoring
51-8099.01	Operations Monitoring
51-8099.01	Operation and Control
51-8099.01	Quality Control Analysis
51-9011.00	Reading Comprehension
51-9011.00	Active Listening
51-9011.00	Monitoring
51-9011.00	Operations Monitoring
51-9011.00	Operation and Control
51-9012.00	Critical Thinking
51-9012.00	Monitoring
51-9012.00	Operations Monitoring
51-9012.00	Operation and Control
51-9012.00	Quality Control Analysis
51-9021.00	Reading Comprehension
51-9021.00	Monitoring
51-9021.00	Operations Monitoring
51-9021.00	Operation and Control
51-9021.00	Quality Control Analysis
51-9022.00	Operations Monitoring
51-9022.00	Operation and Control
51-9022.00	Equipment Maintenance
51-9022.00	Repairing
51-9022.00	Quality Control Analysis
51-9023.00	Reading Comprehension
51-9023.00	Critical Thinking
51-9023.00	Monitoring
51-9023.00	Operations Monitoring
51-9023.00	Operation and Control
51-9031.00	Reading Comprehension
51-9031.00	Active Listening
51-9031.00	Speaking
51-9031.00	Monitoring
51-9031.00	Time Management
51-9032.00	Reading Comprehension
51-9032.00	Monitoring
51-9032.00	Operations Monitoring
51-9032.00	Operation and Control
51-9032.00	Quality Control Analysis
51-9041.00	Reading Comprehension
51-9041.00	Speaking
51-9041.00	Monitoring
51-9041.00	Operations Monitoring
51-9041.00	Operation and Control
51-9051.00	Reading Comprehension
51-9051.00	Active Listening
51-9051.00	Speaking
